Airline,Source,Destination,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Seasonality,Days Before Departure
IndiGo,DAC,JFK,18.82084502699388,1 Stop,Airbus A350,Economy,Online Website,17127.234462863533,16586.98496659952,Winter Holidays,22.19121022227466
Lufthansa,ZYL,CCU,-1.647018941812184,Direct,Airbus A320,First Class,Travel Agency,114487.88649095836,18259.41764127442,Regular,48.88044098034993
Malaysian Airlines,ZYL,JSR,1.8726020197786606,Direct,Airbus A320,Business,Direct Booking,13496.026827998128,1042.5526655355416,Regular,24.58141807624567
Singapore Airlines,CGP,SPD,1.1920116157663683,Direct,Airbus A320,Business,Online Website,24561.137528832285,15.083362703837764,Regular,38.23500263747185
Cathay Pacific,ZYL,SPD,1.908706955082284,Direct,Airbus A320,Business,Travel Agency,17038.392692819307,8525.054075691733,Winter Holidays,55.86473433524866
US-Bangla Airlines,SPD,KUL,1.245674680613825,1 Stop,Boeing 787,First Class,Direct Booking,293758.300517588,32035.982716686463,Regular,23.405648004828326
Air Arabia,DAC,YYZ,15.60167351369617,1 Stop,Airbus A350,First Class,Online Website,255247.56624000054,54508.234821782156,Regular,39.92113645109001
Vistara,BZL,IST,5.2983440745659856,1 Stop,Airbus A350,First Class,Direct Booking,163353.75760536196,30974.500534046656,Regular,79.66748938868557
Thai Airways,BZL,JED,1.027266881036545,1 Stop,Airbus A350,Business,Travel Agency,144138.67281800736,25939.086789491892,Regular,15.677082945697611
Vistara,CXB,SIN,1.5227430936901194,Direct,Boeing 787,Business,Online Website,110256.84089138488,22376.257727309843,Regular,26.191480650638518
AirAsia,ZYL,DXB,8.108863611181519,1 Stop,Boeing 787,Economy,Direct Booking,38650.09703445064,-1271.389491620218,Regular,81.86544105614716
Air Arabia,RJH,SIN,0.5157148586830731,1 Stop,Boeing 737,Business,Direct Booking,73578.57054129474,13924.740777400748,Hajj,65.72352002671298
Thai Airways,CXB,ZYL,-1.0091527155557494,Direct,Airbus A320,First Class,Travel Agency,18772.01731692076,937.53913315695,Regular,82.10507522201812
Malaysian Airlines,BZL,YYZ,12.755220928844077,2 Stops,Boeing 777,Business,Travel Agency,116954.0077561026,20376.46827686235,Winter Holidays,32.95341029536887
Thai Airways,ZYL,LHR,6.205740292674724,1 Stop,Airbus A350,Economy,Online Website,-37966.99310731559,10763.712436394062,Winter Holidays,76.27536545649896
Emirates,DAC,JSR,2.1514470852657803,Direct,Airbus A320,Economy,Direct Booking,13429.000993070662,11383.827986868424,Regular,66.19886673298322
IndiGo,ZYL,LHR,8.717368639394822,1 Stop,Boeing 777,Economy,Online Website,18271.71273540352,6137.5886599505475,Regular,-8.030955452580654
US-Bangla Airlines,ZYL,KUL,3.076615425590128,1 Stop,Boeing 737,Economy,Online Website,83889.59892220344,10578.516434285457,Regular,62.402178402529245
Saudia,BZL,JFK,17.512814945231707,1 Stop,Boeing 777,Economy,Online Website,-8928.629338689949,8213.92178656907,Regular,114.35410762315342
AirAsia,DAC,CGP,-0.23825804085889113,Direct,Airbus A320,First Class,Direct Booking,32566.259194747858,10545.548354746776,Regular,63.248002267416894
Biman Bangladesh Airlines,ZYL,BKK,4.558371209721307,Direct,Boeing 787,Business,Travel Agency,16176.608371738272,11717.146358223616,Winter Holidays,34.62846261216983
Saudia,SPD,DOH,1.2614281602635948,Direct,Boeing 737,Business,Direct Booking,185153.47414173002,34682.77792199734,Regular,61.16230090344189
Malaysian Airlines,CGP,IST,7.892627064860285,2 Stops,Airbus A350,Economy,Travel Agency,2740.537722027868,1575.4743528521994,Winter Holidays,76.75736336232337
Cathay Pacific,CGP,RJH,3.6772603088576536,Direct,Airbus A320,Business,Travel Agency,-17822.90197621817,-214.05834754394937,Regular,30.247994086209015
Gulf Air,CGP,JFK,14.57745327567045,1 Stop,Boeing 777,Economy,Direct Booking,15289.388713475251,20384.780724764987,Regular,60.016718733857424
IndiGo,RJH,JED,5.749709573858974,1 Stop,Boeing 777,Economy,Online Website,-4514.282073392538,2865.3198573483687,Regular,82.59066735500315
Air Astra,CXB,JED,3.615609291773015,1 Stop,Airbus A350,Business,Online Website,43940.77251349385,12060.980253107857,Winter Holidays,90.90400417382259
Etihad Airways,SPD,JSR,3.6891327342848244,Direct,Airbus A320,Business,Direct Booking,43886.08017503867,1116.1556338478085,Regular,59.39392194957303
FlyDubai,JSR,IST,4.958871543428677,2 Stops,Boeing 777,Business,Online Website,-18301.181636262012,3661.272717301903,Regular,28.5301260490371
Vistara,RJH,BZL,3.6719597545206044,Direct,Airbus A320,Business,Online Website,99575.80654776574,-11103.746396637498,Regular,81.77369583341415
Air Arabia,ZYL,KUL,2.0394653820210626,Direct,Boeing 787,First Class,Travel Agency,72691.6053510413,29352.239943781267,Regular,57.8238167463652
Malaysian Airlines,JSR,CGP,0.054877286118437674,Direct,Airbus A320,Business,Direct Booking,-34327.41644434159,-226.24386343061605,Regular,24.96163022154854
Emirates,JSR,YYZ,10.242459494551355,1 Stop,Airbus A350,Business,Travel Agency,84226.60548976771,11940.291659099825,Regular,43.976959328053
Emirates,CGP,SIN,3.86108604787671,Direct,Boeing 787,Economy,Online Website,52594.701115213524,12281.748735223093,Regular,51.60571352179112
Vistara,CGP,LHR,10.205015450597326,1 Stop,Boeing 777,Economy,Direct Booking,45127.318166762176,6171.7220131812755,Regular,70.83166325763766
Thai Airways,RJH,JED,7.043603279975745,2 Stops,Airbus A350,First Class,Travel Agency,299931.24682595266,46103.40653382508,Regular,11.198022772191116
Air Astra,RJH,CXB,3.264539444314227,Direct,Airbus A320,Business,Travel Agency,-1263.7703367484055,2817.2631027809075,Regular,1.4804959630421735
Singapore Airlines,ZYL,KUL,6.337954282811667,1 Stop,Boeing 787,Economy,Direct Booking,21397.382770415632,10468.598279064476,Regular,18.11705964653345
Cathay Pacific,CGP,DAC,-0.7879149709054765,Direct,Airbus A320,Economy,Direct Booking,13883.642209757258,4915.724179632355,Regular,91.38545983910086
SriLankan Airlines,DAC,KUL,-1.6331047013391409,Direct,Boeing 737,Economy,Online Website,110366.29409459859,18498.45506156732,Regular,48.96621749829248
Biman Bangladesh Airlines,JSR,DXB,5.8224694756057715,1 Stop,Boeing 787,Business,Online Website,125134.38946026399,16417.876540307676,Winter Holidays,73.9728918755936
Biman Bangladesh Airlines,ZYL,LHR,8.116982225377877,1 Stop,Boeing 777,First Class,Direct Booking,123245.74646322211,22789.517692786885,Regular,51.9334548229279
US-Bangla Airlines,JSR,CCU,1.6581979046037942,Direct,Airbus A320,Business,Direct Booking,90247.05239292831,10194.453167915797,Regular,47.47154412429124
Vistara,CGP,BKK,0.06431515028719792,Direct,Boeing 787,Economy,Direct Booking,77205.24058352565,16881.208338073047,Eid,61.41470256773229
NovoAir,BZL,LHR,8.923884619046111,1 Stop,Boeing 777,First Class,Online Website,114477.26597598783,17039.264916797798,Regular,55.53967119032359
Etihad Airways,CXB,JSR,0.628376126905769,Direct,Airbus A320,Economy,Travel Agency,38987.80502596874,-6563.689824761418,Regular,18.77943304187981
US-Bangla Airlines,CXB,CGP,-0.7256067091023701,Direct,Airbus A320,Economy,Travel Agency,73510.4804570784,-5565.123527333665,Hajj,73.78403955793283
IndiGo,ZYL,JED,5.486889424903617,1 Stop,Airbus A350,Economy,Direct Booking,6864.073978534001,15025.7944077502,Regular,34.95223765651498
Malaysian Airlines,CXB,CCU,3.41907292500089,Direct,Airbus A320,Economy,Travel Agency,42201.75620762825,5706.224655798398,Regular,59.788994562510155
Lufthansa,CGP,DEL,2.751600325593641,Direct,Boeing 787,Economy,Travel Agency,73992.5992846651,3192.490777219775,Regular,40.58845623149921
AirAsia,ZYL,CCU,2.4011506646712704,Direct,Airbus A320,First Class,Online Website,105122.25643380202,22480.72506675199,Regular,41.75374952850498
Air India,RJH,SPD,0.301599601445085,Direct,Airbus A320,Economy,Travel Agency,-5.193662967634282,-3722.098505082269,Regular,77.37822245516213
Turkish Airlines,RJH,DXB,0.5878497022497249,Direct,Boeing 737,Business,Direct Booking,92400.20457583037,19219.25599044576,Winter Holidays,96.93295669116065
Gulf Air,CGP,KUL,2.361937788996905,Direct,Boeing 737,First Class,Travel Agency,219544.91844331013,35581.20093041833,Regular,18.875474842727364
Air Astra,CGP,LHR,8.246456557146058,1 Stop,Boeing 777,First Class,Direct Booking,248439.87233586324,41873.444127891154,Regular,96.60996912491757
Air Arabia,DAC,CGP,2.3813678514088816,Direct,Airbus A320,Business,Online Website,-16808.32275696525,1027.7506340898383,Regular,79.29771431555649
Etihad Airways,DAC,SIN,3.335092868326968,Direct,Boeing 787,Economy,Direct Booking,40475.55241451649,13301.205747738599,Regular,11.518355782027339
US-Bangla Airlines,DAC,CGP,1.652547453574822,Direct,Airbus A320,Economy,Travel Agency,-8568.658702578083,-5541.771592272146,Regular,33.39529706059231
Qatar Airways,RJH,BKK,1.8141363625765046,Direct,Boeing 737,Business,Direct Booking,105135.15161339467,17728.31527788825,Regular,58.021511259505814
Vistara,CGP,JFK,13.917003054456218,2 Stops,Airbus A350,Economy,Online Website,-27604.19823670599,15650.906989693402,Winter Holidays,35.89997797807536
British Airways,DAC,LHR,12.925740358964383,2 Stops,Airbus A350,Economy,Travel Agency,28352.945534042818,13788.562066214934,Winter Holidays,65.25842072388158
FlyDubai,CXB,DOH,4.7794803815035545,Direct,Boeing 737,Business,Online Website,110813.60545364088,6941.606949919012,Regular,36.80292852131002
Etihad Airways,CGP,LHR,8.055772682628346,1 Stop,Boeing 777,Economy,Travel Agency,46518.944179710634,10889.967020719034,Regular,38.397517597202
Malaysian Airlines,SPD,DAC,-0.7105719727003642,Direct,Airbus A320,First Class,Online Website,-16036.051566842638,1208.0457790951946,Regular,88.1892538211124
Biman Bangladesh Airlines,SPD,BZL,4.719148303878245,Direct,Airbus A320,First Class,Online Website,-64495.438895112384,-9303.268205785302,Winter Holidays,59.78612839700331
IndiGo,CGP,YYZ,11.223284627420082,1 Stop,Boeing 777,Economy,Online Website,75580.26989805624,18936.08337337176,Regular,41.42963977168129
Air Astra,CXB,DOH,6.266579613727065,Direct,Boeing 787,First Class,Travel Agency,300172.26098069036,48821.04921247575,Winter Holidays,90.59686518859945
Qatar Airways,CXB,CGP,-0.006621638304655564,Direct,Airbus A320,Economy,Travel Agency,-7039.32012593605,-6198.351702898657,Regular,4.952505389212831
Air Astra,DAC,JED,6.1602423823940375,1 Stop,Boeing 777,First Class,Direct Booking,180732.06416345434,34663.181585389495,Regular,74.37903940227685
Kuwait Airways,DAC,CGP,-2.0348271893015153,Direct,Airbus A320,Business,Online Website,22201.73482177162,-10158.075704150277,Regular,20.508793984544333
Singapore Airlines,SPD,ZYL,-1.5116289621174204,Direct,Airbus A320,Economy,Direct Booking,35428.32951721919,7922.195838963775,Regular,22.759283718150776
Air Astra,RJH,SPD,2.7714106139396106,Direct,Airbus A320,Business,Travel Agency,54383.98128562383,-1717.4749006709308,Regular,41.744808730941145
Malaysian Airlines,SPD,KUL,-0.6497958715569294,Direct,Boeing 787,First Class,Online Website,266487.0417076485,44102.59823603473,Regular,47.94614094264123
Malaysian Airlines,BZL,DAC,1.1509235408505294,Direct,Airbus A320,Business,Travel Agency,-10115.077387927311,1910.6887316763773,Regular,28.48635260186502
US-Bangla Airlines,JSR,SPD,0.4464143402436246,Direct,Airbus A320,Economy,Online Website,10377.309557258228,6704.496044559197,Winter Holidays,55.48247270917336
Malaysian Airlines,RJH,ZYL,0.5964683789026736,Direct,Airbus A320,First Class,Online Website,24663.578869636545,-4678.0186206037215,Regular,61.96862391268509
NovoAir,JSR,ZYL,0.1428717594223674,Direct,Airbus A320,Business,Online Website,-36307.32113939246,109.42513597659547,Regular,54.44875813282964
Saudia,CXB,ZYL,0.011110353770634962,Direct,Airbus A320,Economy,Online Website,13877.29009944596,4980.177112453433,Regular,-2.252758538347999
Lufthansa,CGP,LHR,13.3313778675859,1 Stop,Boeing 777,Economy,Online Website,28303.940345980423,20383.25009582766,Regular,27.26815059982721
Air India,RJH,DAC,-3.2156678473425084,Direct,Airbus A320,First Class,Travel Agency,38854.46224406309,-9217.024682411222,Regular,27.586529486925148
Lufthansa,ZYL,CGP,2.8109365584207193,Direct,Airbus A320,Economy,Travel Agency,22462.280551362004,-2669.91586354896,Regular,55.82683181877637
AirAsia,CXB,BZL,0.5169168715881949,Direct,Airbus A320,Business,Travel Agency,59774.496795879335,3288.5098100359714,Regular,30.35580855706229
US-Bangla Airlines,BZL,DEL,3.7055866382124387,Direct,Boeing 737,First Class,Travel Agency,6842.479920033926,17977.280602494255,Regular,16.668217039017154
US-Bangla Airlines,RJH,DEL,2.0350115802080757,1 Stop,Boeing 737,Economy,Online Website,34330.68429756013,5542.86046368658,Winter Holidays,63.719113611789176
